filename,true_label,reconstruction_error,is_anomaly,supervised_prediction
no_tumor\image(30).jpg,no_tumor,0.008142583,False,no_tumor
no_tumor\image(31).jpg,no_tumor,0.0073238197,False,no_tumor
no_tumor\image(32).jpg,no_tumor,0.009401803,False,no_tumor
no_tumor\image(33).jpg,no_tumor,0.0064296327,False,no_tumor
no_tumor\image(34).jpg,no_tumor,0.009369923,False,no_tumor
no_tumor\image(35).jpg,no_tumor,0.01235346,False,no_tumor
no_tumor\image(36).jpg,no_tumor,0.009796963,False,no_tumor
no_tumor\image(37).jpg,no_tumor,0.029990943,True,no_tumor
no_tumor\image(38).jpg,no_tumor,0.01802368,False,no_tumor
no_tumor\image(39).jpg,no_tumor,0.01785791,False,no_tumor
no_tumor\image(4).jpg,no_tumor,0.006044251,False,no_tumor
no_tumor\image(40).jpg,no_tumor,0.02705404,True,no_tumor
no_tumor\image(41).jpg,no_tumor,0.011383507,False,no_tumor
no_tumor\image(42).jpg,no_tumor,0.009977681,False,no_tumor
no_tumor\image(43).jpg,no_tumor,0.008978624,False,no_tumor
no_tumor\image(44).jpg,no_tumor,0.008835607,False,no_tumor
no_tumor\image(45).jpg,no_tumor,0.01083469,False,no_tumor
no_tumor\image(46).jpg,no_tumor,0.0065246895,False,no_tumor
no_tumor\image(47).jpg,no_tumor,0.014759615,False,no_tumor
no_tumor\image(48).jpg,no_tumor,0.010046426,False,no_tumor
no_tumor\image(49).jpg,no_tumor,0.008857427,False,no_tumor
no_tumor\image(5).jpg,no_tumor,0.009231526,False,no_tumor
no_tumor\image(50).jpg,no_tumor,0.0065246895,False,no_tumor
no_tumor\image(51).jpg,no_tumor,0.010602623,False,no_tumor
no_tumor\image(52).jpg,no_tumor,0.011383507,False,no_tumor
no_tumor\image(53).jpg,no_tumor,0.008857427,False,no_tumor
no_tumor\image(54).jpg,no_tumor,0.0065246895,False,no_tumor
no_tumor\image(55).jpg,no_tumor,0.01083469,False,no_tumor
no_tumor\image(56).jpg,no_tumor,0.011933849,False,no_tumor
no_tumor\image(57).jpg,no_tumor,0.010418652,False,no_tumor
no_tumor\image(58).jpg,no_tumor,0.014664902,False,no_tumor
no_tumor\image(59).jpg,no_tumor,0.009211228,False,no_tumor
no_tumor\image(6).jpg,no_tumor,0.017677685,False,no_tumor
no_tumor\image(60).jpg,no_tumor,0.01083469,False,no_tumor
no_tumor\image(61).jpg,no_tumor,0.01650488,False,no_tumor
no_tumor\image(62).jpg,no_tumor,0.009514602,False,no_tumor
no_tumor\image(63).jpg,no_tumor,0.01384526,False,no_tumor
no_tumor\image(64).jpg,no_tumor,0.009401803,False,no_tumor
no_tumor\image(65).jpg,no_tumor,0.016332524,False,no_tumor
no_tumor\image(66).jpg,no_tumor,0.0064296327,False,no_tumor
no_tumor\image(67).jpg,no_tumor,0.008857427,False,no_tumor
no_tumor\image(68).jpg,no_tumor,0.0073238197,False,no_tumor
no_tumor\image(69).jpg,no_tumor,0.008991945,False,no_tumor
no_tumor\image(7).jpg,no_tumor,0.008447486,False,no_tumor
no_tumor\image(70).jpg,no_tumor,0.009262093,False,no_tumor
no_tumor\image(71).jpg,no_tumor,0.01650488,False,no_tumor
no_tumor\image(72).jpg,no_tumor,0.0047847605,False,no_tumor
no_tumor\image(73).jpg,no_tumor,0.0070531922,False,no_tumor
no_tumor\image(74).jpg,no_tumor,0.010709428,False,no_tumor
no_tumor\image(75).jpg,no_tumor,0.010046426,False,no_tumor
no_tumor\image(76).jpg,no_tumor,0.016375897,False,no_tumor
no_tumor\image(77).jpg,no_tumor,0.0046655904,False,no_tumor
no_tumor\image(78).jpg,no_tumor,0.012199443,False,no_tumor
no_tumor\image(79).jpg,no_tumor,0.029990943,True,no_tumor
no_tumor\image(8).jpg,no_tumor,0.009820761,False,no_tumor
no_tumor\image(80).jpg,no_tumor,0.011948623,False,no_tumor
no_tumor\image(81).jpg,no_tumor,0.0064296327,False,no_tumor
no_tumor\image(82).jpg,no_tumor,0.017538304,False,no_tumor
no_tumor\image(83).jpg,no_tumor,0.01614813,False,no_tumor
no_tumor\image(84).jpg,no_tumor,0.008857427,False,no_tumor
no_tumor\image(85).jpg,no_tumor,0.0015875353,False,no_tumor
no_tumor\image(86).jpg,no_tumor,0.011150465,False,no_tumor
no_tumor\image(87).jpg,no_tumor,0.020890921,True,no_tumor
no_tumor\image(88).jpg,no_tumor,0.0077298637,False,no_tumor
no_tumor\image(89).jpg,no_tumor,0.06506876,True,no_tumor
no_tumor\image(9).jpg,no_tumor,0.011948623,False,no_tumor
no_tumor\image(90).jpg,no_tumor,0.02378808,True,no_tumor
no_tumor\image(91).jpg,no_tumor,0.015080572,False,no_tumor
no_tumor\image(92).jpg,no_tumor,0.027873987,True,no_tumor
no_tumor\image(93).jpg,no_tumor,0.0037826584,False,no_tumor
no_tumor\image(94).jpg,no_tumor,0.0104840705,False,no_tumor
no_tumor\image(95).jpg,no_tumor,0.011350496,False,no_tumor
no_tumor\image(96).jpg,no_tumor,0.008856318,False,no_tumor
no_tumor\image(97).jpg,no_tumor,0.032286018,True,no_tumor
no_tumor\image(98).jpg,no_tumor,0.0086052865,False,no_tumor
no_tumor\image(99).jpg,no_tumor,0.009540771,False,no_tumor
no_tumor\image.jpg,no_tumor,0.00903403,False,no_tumor
tumor\image (2).jpg,tumor,0.008681098,False,tumor
tumor\image (3).jpg,tumor,0.014880983,False,tumor
tumor\image(1).jpg,tumor,0.011718083,False,tumor
tumor\image(10).jpg,tumor,0.0129707055,False,tumor
tumor\image(100).jpg,tumor,0.0066108797,False,no_tumor
tumor\image(101).jpg,tumor,0.014128419,False,tumor
tumor\image(102).jpg,tumor,0.0072718556,False,tumor
tumor\image(103).jpg,tumor,0.0086794235,False,tumor
tumor\image(104).jpg,tumor,0.0070768525,False,no_tumor
tumor\image(105).jpg,tumor,0.011947939,False,tumor
tumor\image(106).jpg,tumor,0.014276731,False,tumor
tumor\image(107).jpg,tumor,0.01776812,False,tumor
tumor\image(108).jpg,tumor,0.009964805,False,tumor
tumor\image(109).jpg,tumor,0.016539436,False,tumor
tumor\image(11).jpg,tumor,0.022800505,True,tumor
tumor\image(110).jpg,tumor,0.020705653,True,tumor
tumor\image(111).jpg,tumor,0.014009741,False,tumor
tumor\image(112).jpg,tumor,0.010155138,False,tumor
tumor\image(113).jpg,tumor,0.021589758,True,tumor
tumor\image(114).jpg,tumor,0.00846159,False,tumor
tumor\image(115).jpg,tumor,0.011408912,False,tumor
tumor\image(116).jpg,tumor,0.016789367,False,tumor
tumor\image(117).jpg,tumor,0.024788842,True,tumor
tumor\image(118).jpg,tumor,0.00788406,False,tumor
tumor\image(119).jpg,tumor,0.011924118,False,tumor
tumor\image(12).jpg,tumor,0.022800505,True,tumor
tumor\image(120).jpg,tumor,0.012212547,False,tumor
tumor\image(121).jpg,tumor,0.009033187,False,tumor
tumor\image(122).jpg,tumor,0.01214437,False,tumor
tumor\image(123).jpg,tumor,0.026988398,True,tumor
tumor\image(124).jpg,tumor,0.02325602,True,tumor
tumor\image(125).jpg,tumor,0.014699563,False,tumor
tumor\image(126).jpg,tumor,0.013714853,False,tumor
tumor\image(127).jpg,tumor,0.008199864,False,tumor
tumor\image(128).jpg,tumor,0.016495796,False,tumor
tumor\image(129).jpg,tumor,0.0071628974,False,tumor
tumor\image(13).jpg,tumor,0.01208925,False,tumor
tumor\image(130).jpg,tumor,0.014189514,False,tumor
tumor\image(131).jpg,tumor,0.009321405,False,tumor
tumor\image(132).jpg,tumor,0.020585213,True,tumor
tumor\image(133).jpg,tumor,0.033955444,True,tumor
tumor\image(134).jpg,tumor,0.007332227,False,tumor
tumor\image(135).jpg,tumor,0.0073002893,False,tumor
tumor\image(136).jpg,tumor,0.011323399,False,tumor
tumor\image(137).jpg,tumor,0.011692048,False,tumor
tumor\image(138).jpg,tumor,0.00788406,False,tumor
tumor\image(139).jpg,tumor,0.016958063,False,tumor
tumor\image(14).jpg,tumor,0.012809734,False,tumor
tumor\image(140).jpg,tumor,0.009297244,False,tumor
tumor\image(141).jpg,tumor,0.016736731,False,tumor
tumor\image(142).jpg,tumor,0.017717712,False,tumor
tumor\image(143).jpg,tumor,0.013596235,False,tumor
tumor\image(144).jpg,tumor,0.009703799,False,tumor
tumor\image(145).jpg,tumor,0.022889059,True,tumor
tumor\image(146).jpg,tumor,0.008437162,False,tumor
tumor\image(147).jpg,tumor,0.014541607,False,tumor
tumor\image(148).jpg,tumor,0.012142298,False,tumor
tumor\image(149).jpg,tumor,0.013332149,False,tumor
tumor\image(15).jpg,tumor,0.009622464,False,no_tumor
tumor\image(150).jpg,tumor,0.01885969,False,tumor
tumor\image(151).jpg,tumor,0.01253053,False,tumor
tumor\image(152).jpg,tumor,0.012258922,False,tumor
tumor\image(153).jpg,tumor,0.015304199,False,tumor
tumor\image(154).jpg,tumor,0.01282915,False,tumor
tumor\image(155).jpg,tumor,0.0064298096,False,tumor
tumor\image(156).jpg,tumor,0.0060522743,False,tumor
tumor\image(157).jpg,tumor,0.0329335,True,tumor
tumor\image(158).jpg,tumor,0.0140343355,False,tumor
tumor\image(159).jpg,tumor,0.012079637,False,tumor
tumor\image(16).jpg,tumor,0.014442146,False,no_tumor
tumor\image(160).jpg,tumor,0.013381493,False,tumor
tumor\image(161).jpg,tumor,0.021280017,True,tumor
tumor\image(162).jpg,tumor,0.013404969,False,tumor
tumor\image(163).jpg,tumor,0.015064018,False,tumor
tumor\image(164).jpg,tumor,0.011074574,False,tumor
tumor\image(165).jpg,tumor,0.008430575,False,tumor
tumor\image(166).jpg,tumor,0.010016972,False,tumor
tumor\image(167).jpg,tumor,0.007488274,False,tumor
tumor\image(168).jpg,tumor,0.011774351,False,tumor
tumor\image(169).jpg,tumor,0.016232748,False,tumor
tumor\image(17).jpg,tumor,0.009670296,False,tumor
tumor\image(170).jpg,tumor,0.013558107,False,tumor
tumor\image(171).jpg,tumor,0.011134075,False,tumor
tumor\image(172).jpg,tumor,0.008715217,False,tumor
tumor\image(173).jpg,tumor,0.020929445,True,tumor
tumor\image(174).jpg,tumor,0.0063672727,False,tumor
tumor\image(175).jpg,tumor,0.011738368,False,tumor
tumor\image(176).jpg,tumor,0.0063672727,False,tumor
tumor\image(177).jpg,tumor,0.016832732,False,tumor
tumor\image(178).jpg,tumor,0.007906098,False,tumor
tumor\image(179).jpg,tumor,0.00731932,False,tumor
tumor\image(18).jpg,tumor,0.017842492,False,no_tumor
tumor\image(180).jpg,tumor,0.0074827997,False,tumor
tumor\image(181).jpg,tumor,0.017338114,False,tumor
tumor\image(182).jpg,tumor,0.010432749,False,tumor
tumor\image(183).jpg,tumor,0.013747604,False,tumor
tumor\image(184).jpg,tumor,0.008040742,False,tumor
tumor\image(185).jpg,tumor,0.0064104195,False,tumor
tumor\image(186).jpg,tumor,0.021398576,True,tumor
tumor\image(187).jpg,tumor,0.00929535,False,tumor
tumor\image(188).jpg,tumor,0.0109168915,False,tumor
tumor\image(189).jpg,tumor,0.0146426335,False,tumor
tumor\image(19).jpg,tumor,0.016408665,False,no_tumor
tumor\image(190).jpg,tumor,0.0139784645,False,tumor
tumor\image(191).jpg,tumor,0.007375219,False,tumor
tumor\image(192).jpg,tumor,0.011595593,False,tumor
tumor\image(193).jpg,tumor,0.010828803,False,tumor
tumor\image(194).jpg,tumor,0.016595794,False,tumor
tumor\image(195).jpg,tumor,0.009288576,False,tumor
tumor\image(196).jpg,tumor,0.0068645594,False,tumor
tumor\image(197).jpg,tumor,0.008617763,False,tumor
tumor\image(198).jpg,tumor,0.01614641,False,tumor
tumor\image(199).jpg,tumor,0.012872498,False,tumor
tumor\image(2).jpg,tumor,0.009471545,False,tumor
tumor\image(20).jpg,tumor,0.014527794,False,tumor
tumor\image(200).jpg,tumor,0.011863531,False,tumor
tumor\image(201).jpg,tumor,0.012998915,False,tumor
tumor\image(202).jpg,tumor,0.012448513,False,tumor
tumor\image(203).jpg,tumor,0.008428554,False,tumor
tumor\image(204).jpg,tumor,0.033102,True,tumor
tumor\image(205).jpg,tumor,0.015955219,False,tumor
tumor\image(206).jpg,tumor,0.015166148,False,tumor
tumor\image(207).jpg,tumor,0.014468375,False,tumor
tumor\image(208).jpg,tumor,0.013650173,False,tumor
tumor\image(209).jpg,tumor,0.0090551535,False,tumor
tumor\image(21).jpg,tumor,0.014399008,False,tumor
tumor\image(210).jpg,tumor,0.01339359,False,no_tumor
tumor\image(211).jpg,tumor,0.012616967,False,tumor
tumor\image(212).jpg,tumor,0.010217337,False,tumor
tumor\image(213).jpg,tumor,0.008622986,False,tumor
tumor\image(214).jpg,tumor,0.018500071,False,tumor
tumor\image(215).jpg,tumor,0.018500071,False,tumor
tumor\image(216).jpg,tumor,0.018500071,False,tumor
tumor\image(217).jpg,tumor,0.0967083,True,tumor
tumor\image(218).jpg,tumor,0.0967083,True,tumor
tumor\image(219).jpg,tumor,0.022085954,True,tumor
tumor\image(22).jpg,tumor,0.025402488,True,tumor
tumor\image(220).jpg,tumor,0.022085954,True,tumor
tumor\image(221).jpg,tumor,0.010614028,False,tumor
tumor\image(222).jpg,tumor,0.08181735,True,tumor
tumor\image(223).jpg,tumor,0.016375517,False,tumor
tumor\image(224).jpg,tumor,0.04359239,True,tumor
tumor\image(225).jpg,tumor,0.02342004,True,tumor
tumor\image(226).jpg,tumor,0.013910556,False,tumor
tumor\image(227).jpg,tumor,0.013910556,False,tumor
tumor\image(228).jpg,tumor,0.013910556,False,tumor
tumor\image(229).jpg,tumor,0.045027964,True,tumor
tumor\image(23).jpg,tumor,0.027484564,True,no_tumor
tumor\image(230).jpg,tumor,0.045027964,True,tumor
tumor\image(231).jpg,tumor,0.0124063,False,tumor
tumor\image(232).jpg,tumor,0.0124063,False,tumor
tumor\image(233).jpg,tumor,0.01345241,False,tumor
tumor\image(234).jpg,tumor,0.038945176,True,tumor
tumor\image(235).jpg,tumor,0.019581981,True,tumor
tumor\image(236).jpg,tumor,0.0133951465,False,tumor
tumor\image(237).jpg,tumor,0.0133951465,False,tumor
tumor\image(238).jpg,tumor,0.0133951465,False,tumor
tumor\image(239).jpg,tumor,0.0124236755,False,tumor
tumor\image(24).jpg,tumor,0.01429824,False,tumor
tumor\image(240).jpg,tumor,0.019579222,True,no_tumor
tumor\image(241).jpg,tumor,0.019579222,True,no_tumor
tumor\image(242).jpg,tumor,0.019579222,True,no_tumor
tumor\image(243).jpg,tumor,0.012471931,False,no_tumor
tumor\image(244).jpg,tumor,0.012471931,False,no_tumor
tumor\image(245).jpg,tumor,0.012471931,False,no_tumor
tumor\image(246).jpg,tumor,0.011099645,False,tumor
tumor\image(247).jpg,tumor,0.011099645,False,tumor
tumor\image(248).jpg,tumor,0.011099645,False,tumor
tumor\image(249).jpg,tumor,0.0124236755,False,tumor
tumor\image(25).jpg,tumor,0.012693382,False,tumor
tumor\image(250).jpg,tumor,0.0124236755,False,tumor
tumor\image(251).jpg,tumor,0.012454616,False,no_tumor
tumor\image(252).jpg,tumor,0.012454616,False,no_tumor
tumor\image(253).jpg,tumor,0.012454616,False,no_tumor
tumor\image(254).jpg,tumor,0.017319977,False,tumor
tumor\image(255).jpg,tumor,0.017319977,False,tumor
tumor\image(256).jpg,tumor,0.020070124,True,no_tumor
tumor\image(257).jpg,tumor,0.020070124,True,no_tumor
tumor\image(258).jpg,tumor,0.031407878,True,tumor
tumor\image(259).jpg,tumor,0.031407878,True,tumor
tumor\image(26).jpg,tumor,0.015235975,False,no_tumor
tumor\image(260).jpg,tumor,0.0075901775,False,tumor
tumor\image(261).jpg,tumor,0.0075901775,False,tumor
tumor\image(262).jpg,tumor,0.013036177,False,tumor
tumor\image(263).jpg,tumor,0.013036177,False,tumor
tumor\image(264).jpg,tumor,0.018314013,False,no_tumor
tumor\image(265).jpg,tumor,0.018314013,False,no_tumor
tumor\image(266).jpg,tumor,0.0141000105,False,tumor
tumor\image(267).jpg,tumor,0.026862502,True,tumor
tumor\image(268).jpg,tumor,0.026862502,True,tumor
tumor\image(269).jpg,tumor,0.026862502,True,tumor
tumor\image(27).jpg,tumor,0.022748858,True,no_tumor
tumor\image(270).jpg,tumor,0.011414254,False,tumor
tumor\image(271).jpg,tumor,0.013219446,False,tumor
tumor\image(272).jpg,tumor,0.013219446,False,tumor
tumor\image(273).jpg,tumor,0.014880983,False,tumor
tumor\image(274).jpg,tumor,0.014880983,False,tumor
tumor\image(275).jpg,tumor,0.055985812,True,tumor
tumor\image(276).jpg,tumor,0.055985812,True,tumor
tumor\image(277).jpg,tumor,0.016870929,False,tumor
tumor\image(278).jpg,tumor,0.016870929,False,tumor
tumor\image(279).jpg,tumor,0.016870929,False,tumor
tumor\image(28).jpg,tumor,0.021940101,True,tumor
tumor\image(280).jpg,tumor,0.035294123,True,tumor
tumor\image(281).jpg,tumor,0.035294123,True,tumor
tumor\image(282).jpg,tumor,0.03963368,True,tumor
tumor\image(283).jpg,tumor,0.03963368,True,tumor
tumor\image(284).jpg,tumor,0.035294123,True,tumor
tumor\image(285).jpg,tumor,0.035294123,True,tumor
tumor\image(286).jpg,tumor,0.011418951,False,tumor
tumor\image(29).jpg,tumor,0.021940101,True,tumor
tumor\image(3).jpg,tumor,0.01766696,False,no_tumor
tumor\image(30).jpg,tumor,0.015407333,False,no_tumor
tumor\image(31).jpg,tumor,0.018212866,False,no_tumor
tumor\image(32).jpg,tumor,0.008225665,False,tumor
tumor\image(33).jpg,tumor,0.0066424347,False,no_tumor
tumor\image(34).jpg,tumor,0.008428997,False,tumor
tumor\image(35).jpg,tumor,0.0056675225,False,tumor
tumor\image(36).jpg,tumor,0.04218195,True,no_tumor
tumor\image(37).jpg,tumor,0.015069237,False,tumor
tumor\image(38).jpg,tumor,0.010291027,False,tumor
tumor\image(39).jpg,tumor,0.02921019,True,tumor
tumor\image(4).jpg,tumor,0.0086391885,False,no_tumor
tumor\image(40).jpg,tumor,0.011084494,False,tumor
tumor\image(41).jpg,tumor,0.004629045,False,no_tumor
tumor\image(42).jpg,tumor,0.01490093,False,tumor
tumor\image(43).jpg,tumor,0.0055560074,False,tumor
tumor\image(44).jpg,tumor,0.0108939335,False,tumor
tumor\image(45).jpg,tumor,0.021017425,True,tumor
tumor\image(46).jpg,tumor,0.018212866,False,no_tumor
tumor\image(47).jpg,tumor,0.011449875,False,no_tumor
tumor\image(48).jpg,tumor,0.008547266,False,tumor
tumor\image(49).jpg,tumor,0.008213437,False,tumor
tumor\image(5).jpg,tumor,0.01536796,False,tumor
tumor\image(50).jpg,tumor,0.005327554,False,tumor
tumor\image(51).jpg,tumor,0.015904758,False,no_tumor
tumor\image(52).jpg,tumor,0.020100277,True,tumor
tumor\image(53).jpg,tumor,0.013524343,False,tumor
tumor\image(54).jpg,tumor,0.00901498,False,no_tumor
tumor\image(55).jpg,tumor,0.005327554,False,tumor
tumor\image(56).jpg,tumor,0.00886341,False,no_tumor
tumor\image(57).jpg,tumor,0.0059413095,False,no_tumor
tumor\image(58).jpg,tumor,0.010946348,False,tumor
tumor\image(59).jpg,tumor,0.0111703575,False,tumor
tumor\image(6).jpg,tumor,0.01766696,False,no_tumor
tumor\image(60).jpg,tumor,0.011764573,False,tumor
tumor\image(61).jpg,tumor,0.012521899,False,tumor
tumor\image(62).jpg,tumor,0.0134227155,False,tumor
tumor\image(63).jpg,tumor,0.027744401,True,tumor
tumor\image(64).jpg,tumor,0.0063085333,False,tumor
tumor\image(65).jpg,tumor,0.0063085333,False,tumor
tumor\image(66).jpg,tumor,0.009624683,False,tumor
tumor\image(67).jpg,tumor,0.021145767,True,tumor
tumor\image(68).jpg,tumor,0.017979298,False,tumor
tumor\image(69).jpg,tumor,0.012642513,False,tumor
tumor\image(7).jpg,tumor,0.00842883,False,tumor
tumor\image(70).jpg,tumor,0.017437097,False,tumor
tumor\image(71).jpg,tumor,0.017437097,False,tumor
tumor\image(72).jpg,tumor,0.011411142,False,tumor
tumor\image(73).jpg,tumor,0.010639456,False,tumor
tumor\image(74).jpg,tumor,0.016712666,False,tumor
tumor\image(75).jpg,tumor,0.017403835,False,tumor
tumor\image(76).jpg,tumor,0.024520433,True,tumor
tumor\image(77).jpg,tumor,0.015109991,False,no_tumor
tumor\image(78).jpg,tumor,0.01095137,False,tumor
tumor\image(79).jpg,tumor,0.021940101,True,tumor
tumor\image(8).jpg,tumor,0.015765572,False,no_tumor
tumor\image(80).jpg,tumor,0.015109991,False,no_tumor
tumor\image(81).jpg,tumor,0.00974187,False,tumor
tumor\image(82).jpg,tumor,0.017344655,False,no_tumor
tumor\image(83).jpg,tumor,0.016379518,False,no_tumor
tumor\image(84).jpg,tumor,0.015407333,False,no_tumor
tumor\image(85).jpg,tumor,0.026057526,True,tumor
tumor\image(86).jpg,tumor,0.011264198,False,tumor
tumor\image(87).jpg,tumor,0.026331143,True,tumor
tumor\image(88).jpg,tumor,0.010327677,False,no_tumor
tumor\image(89).jpg,tumor,0.013073801,False,no_tumor
tumor\image(9).jpg,tumor,0.009844361,False,tumor
tumor\image(90).jpg,tumor,0.022800505,True,tumor
tumor\image(91).jpg,tumor,0.028586237,True,tumor
tumor\image(92).jpg,tumor,0.018014573,False,tumor
tumor\image(93).jpg,tumor,0.0097050555,False,tumor
tumor\image(94).jpg,tumor,0.0097050555,False,tumor
tumor\image(95).jpg,tumor,0.014399008,False,tumor
tumor\image(96).jpg,tumor,0.03371907,True,tumor
tumor\image(97).jpg,tumor,0.015235975,False,no_tumor
tumor\image(98).jpg,tumor,0.020186694,True,tumor
tumor\image(99).jpg,tumor,0.020186694,True,tumor
tumor\image.jpg,tumor,0.011718083,False,tumor
